Indicator,Group,State,lat,long,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval,Quartile Range
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Wisconsin,,,Wisconsin,3.1,31,May 26 - Jun 7,05/26/2021,06/07/2021,16.3,13,20,13.0 - 20.0,12.9-16.5
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Wyoming,,,Wyoming,3.1,31,May 26 - Jun 7,05/26/2021,06/07/2021,14.6,8.3,23,8.3 - 23.0,12.9-16.5
"Delayed Medical Care, Last 4 Weeks",National Estimate,United States,,,United States,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,16.1,15.5,16.6,15.5 - 16.6,
"Delayed Medical Care, Last 4 Weeks",By Age,United States,,,18 - 29 years,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,20.5,18,23.3,18.0 - 23.3,
"Delayed Medical Care, Last 4 Weeks",By Age,United States,,,30 - 39 years,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,19.7,18.2,21.4,18.2 - 21.4,
"Delayed Medical Care, Last 4 Weeks",By Age,United States,,,40 - 49 years,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,18.8,17.5,20.2,17.5 - 20.2,
"Delayed Medical Care, Last 4 Weeks",By Age,United States,,,50 - 59 years,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,16.3,15,17.7,15.0 - 17.7,
"Delayed Medical Care, Last 4 Weeks",By Age,United States,,,60 - 69 years,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,12.5,11.5,13.6,11.5 - 13.6,
"Delayed Medical Care, Last 4 Weeks",By Age,United States,,,70 - 79 years,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,8.5,7.5,9.6,7.5 - 9.6,
"Delayed Medical Care, Last 4 Weeks",By Age,United States,,,80 years and above,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,7.1,4.7,10.2,4.7 - 10.2,
"Delayed Medical Care, Last 4 Weeks",By Sex,United States,,,Male,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,14.9,14,15.9,14.0 - 15.9,
"Delayed Medical Care, Last 4 Weeks",By Sex,United States,,,Female,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,17.1,16.3,17.9,16.3 - 17.9,
"Delayed Medical Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,,,Hispanic or Latino,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,21.1,18.8,23.4,18.8 - 23.4,
"Delayed Medical Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,,,"Non-Hispanic White, single race",3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,14,13.4,14.7,13.4 - 14.7,
"Delayed Medical Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,,,"Non-Hispanic Black, single race",3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,17.4,15.4,19.6,15.4 - 19.6,
"Delayed Medical Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,,,"Non-Hispanic Asian, single race",3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,20.5,17.7,23.4,17.7 - 23.4,
"Delayed Medical Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,,,"Non-Hispanic, other races and multiple races",3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,21.8,19,24.8,19.0 - 24.8,
"Delayed Medical Care, Last 4 Weeks",By Education,United States,,,Less than a high school diploma,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,17.6,14.7,20.9,14.7 - 20.9,
"Delayed Medical Care, Last 4 Weeks",By Education,United States,,,High school diploma or GED,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,15.1,13.7,16.5,13.7 - 16.5,
"Delayed Medical Care, Last 4 Weeks",By Education,United States,,,Some college/Associate's degree,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,18.3,17.3,19.4,17.3 - 19.4,
"Delayed Medical Care, Last 4 Weeks",By Education,United States,,,Bachelor's degree or higher,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,14.7,14.1,15.3,14.1 - 15.3,
"Delayed Medical Care, Last 4 Weeks",By Disability status,United States,,,With disability,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,29.1,26.9,31.5,26.9 - 31.5,
"Delayed Medical Care, Last 4 Weeks",By Disability status,United States,,,Without disability,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,14.1,13.5,14.7,13.5 - 14.7,
"Delayed Medical Care, Last 4 Weeks",By State,Alabama,32.806671,-86.79113,Alabama,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,18.9,13.5,25.3,13.5 - 25.3,17.6-22.3
"Delayed Medical Care, Last 4 Weeks",By State,Alaska,61.370716,-152.404419,Alaska,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,19.8,14.6,25.9,14.6 - 25.9,17.6-22.3
"Delayed Medical Care, Last 4 Weeks",By State,Arizona,33.729759,-111.431221,Arizona,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,18.9,15.9,22.2,15.9 - 22.2,17.6-22.3
"Delayed Medical Care, Last 4 Weeks",By State,Arkansas,34.969704,-92.373123,Arkansas,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,10.3,7,14.6,7.0 - 14.6,10.3-13.2
"Delayed Medical Care, Last 4 Weeks",By State,California,36.116203,-119.681564,California,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,21.1,18.7,23.7,18.7 - 23.7,17.6-22.3
"Delayed Medical Care, Last 4 Weeks",By State,Colorado,39.059811,-105.311104,Colorado,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,17,13.8,20.7,13.8 - 20.7,15.4-17.5
"Delayed Medical Care, Last 4 Weeks",By State,Connecticut,41.597782,-72.755371,Connecticut,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,14.2,11,18,11.0 - 18.0,13.3-15.3
"Delayed Medical Care, Last 4 Weeks",By State,Delaware,39.318523,-75.507141,Delaware,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,18.1,13.9,23,13.9 - 23.0,17.6-22.3
"Delayed Medical Care, Last 4 Weeks",By State,District of Columbia,38.897438,-77.026817,District of Columbia,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,18.1,11.6,26.3,11.6 - 26.3,17.6-22.3
"Delayed Medical Care, Last 4 Weeks",By State,Florida,27.766279,-81.686783,Florida,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,15,12.5,17.9,12.5 - 17.9,13.3-15.3
"Delayed Medical Care, Last 4 Weeks",By State,Georgia,33.040619,-83.643074,Georgia,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,15.3,12.1,18.9,12.1 - 18.9,13.3-15.3
"Delayed Medical Care, Last 4 Weeks",By State,Hawaii,21.094318,-157.498337,Hawaii,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,12.7,9.5,16.6,9.5 - 16.6,10.3-13.2
"Delayed Medical Care, Last 4 Weeks",By State,Idaho,44.240459,-114.478828,Idaho,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,12.6,9.1,16.9,9.1 - 16.9,10.3-13.2
"Delayed Medical Care, Last 4 Weeks",By State,Illinois,40.349457,-88.986137,Illinois,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,15.5,12.4,19,12.4 - 19.0,15.4-17.5
"Delayed Medical Care, Last 4 Weeks",By State,Indiana,39.849426,-86.258278,Indiana,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,13.2,10.1,16.7,10.1 - 16.7,10.3-13.2
"Delayed Medical Care, Last 4 Weeks",By State,Iowa,42.011539,-93.210526,Iowa,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,10.7,7.6,14.5,7.6 - 14.5,10.3-13.2
"Delayed Medical Care, Last 4 Weeks",By State,Kansas,38.5266,-96.726486,Kansas,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,14.8,10.9,19.5,10.9 - 19.5,13.3-15.3
"Delayed Medical Care, Last 4 Weeks",By State,Kentucky,37.66814,-84.670067,Kentucky,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,16.2,12,21.2,12.0 - 21.2,15.4-17.5
"Delayed Medical Care, Last 4 Weeks",By State,Louisiana,31.169546,-91.867805,Louisiana,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,10.5,6.6,15.7,6.6 - 15.7,10.3-13.2
"Delayed Medical Care, Last 4 Weeks",By State,Maine,44.693947,-69.381927,Maine,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,15.5,11.3,20.5,11.3 - 20.5,15.4-17.5
"Delayed Medical Care, Last 4 Weeks",By State,Maryland,39.063946,-76.802101,Maryland,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,15.7,12.9,18.9,12.9 - 18.9,15.4-17.5
"Delayed Medical Care, Last 4 Weeks",By State,Massachusetts,42.230171,-71.530106,Massachusetts,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,14.2,11.9,16.7,11.9 - 16.7,13.3-15.3
"Delayed Medical Care, Last 4 Weeks",By State,Michigan,43.326618,-84.536095,Michigan,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,13.9,11.6,16.6,11.6 - 16.6,13.3-15.3
"Delayed Medical Care, Last 4 Weeks",By State,Minnesota,45.694454,-93.900192,Minnesota,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,16,13.8,18.4,13.8 - 18.4,15.4-17.5
"Delayed Medical Care, Last 4 Weeks",By State,Mississippi,32.741646,-89.678696,Mississippi,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,13.4,9.7,17.8,9.7 - 17.8,13.3-15.3
"Delayed Medical Care, Last 4 Weeks",By State,Missouri,38.456085,-92.288368,Missouri,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,15.9,12,20.5,12.0 - 20.5,15.4-17.5
"Delayed Medical Care, Last 4 Weeks",By State,Montana,46.921925,-110.454353,Montana,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,13.2,9.4,17.7,9.4 - 17.7,10.3-13.2
"Delayed Medical Care, Last 4 Weeks",By State,Nebraska,41.12537,-98.268082,Nebraska,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,11.5,8.5,15,8.5 - 15.0,10.3-13.2
"Delayed Medical Care, Last 4 Weeks",By State,Nevada,38.313515,-117.055374,Nevada,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,14.3,11.5,17.4,11.5 - 17.4,13.3-15.3
"Delayed Medical Care, Last 4 Weeks",By State,New Hampshire,43.452492,-71.563896,New Hampshire,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,14,11,17.4,11.0 - 17.4,13.3-15.3
"Delayed Medical Care, Last 4 Weeks",By State,New Jersey,40.298904,-74.521011,New Jersey,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,16.5,12.6,21.1,12.6 - 21.1,15.4-17.5
"Delayed Medical Care, Last 4 Weeks",By State,New Mexico,34.840515,-106.248482,New Mexico,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,22.3,18.1,27,18.1 - 27.0,17.6-22.3
"Delayed Medical Care, Last 4 Weeks",By State,New York,42.165726,-74.948051,New York,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,19.2,15.8,22.9,15.8 - 22.9,17.6-22.3
"Delayed Medical Care, Last 4 Weeks",By State,North Carolina,35.630066,-79.806419,North Carolina,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,17.5,14.6,20.7,14.6 - 20.7,15.4-17.5
"Delayed Medical Care, Last 4 Weeks",By State,North Dakota,47.528912,-99.784012,North Dakota,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,17.5,12.4,23.6,12.4 - 23.6,15.4-17.5
"Delayed Medical Care, Last 4 Weeks",By State,Ohio,40.388783,-82.764915,Ohio,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,12.5,9.5,16,9.5 - 16.0,10.3-13.2
"Delayed Medical Care, Last 4 Weeks",By State,Oklahoma,35.565342,-96.928917,Oklahoma,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,17.4,13.4,22,13.4 - 22.0,15.4-17.5
"Delayed Medical Care, Last 4 Weeks",By State,Oregon,44.572021,-122.070938,Oregon,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,18.6,15.6,21.9,15.6 - 21.9,17.6-22.3
"Delayed Medical Care, Last 4 Weeks",By State,Pennsylvania,40.590752,-77.209755,Pennsylvania,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,13,10.6,15.8,10.6 - 15.8,10.3-13.2
"Delayed Medical Care, Last 4 Weeks",By State,Rhode Island,41.680893,-71.51178,Rhode Island,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,21,13.8,29.7,13.8 - 29.7,17.6-22.3
"Delayed Medical Care, Last 4 Weeks",By State,South Carolina,33.856892,-80.945007,South Carolina,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,15.6,11.2,20.9,11.2 - 20.9,15.4-17.5
"Delayed Medical Care, Last 4 Weeks",By State,South Dakota,44.299782,-99.438828,South Dakota,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,11.8,7.6,17.2,7.6 - 17.2,10.3-13.2
"Delayed Medical Care, Last 4 Weeks",By State,Tennessee,35.747845,-86.692345,Tennessee,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,14.2,10.4,18.9,10.4 - 18.9,13.3-15.3
"Delayed Medical Care, Last 4 Weeks",By State,Texas,31.054487,-97.563461,Texas,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,15.3,13.3,17.4,13.3 - 17.4,13.3-15.3
"Delayed Medical Care, Last 4 Weeks",By State,Utah,40.150032,-111.862434,Utah,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,13,10.3,16.2,10.3 - 16.2,10.3-13.2
"Delayed Medical Care, Last 4 Weeks",By State,Vermont,44.045876,-72.710686,Vermont,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,11,8,14.7,8.0 - 14.7,10.3-13.2
"Delayed Medical Care, Last 4 Weeks",By State,Virginia,37.769337,-78.169968,Virginia,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,14.5,12.2,17.1,12.2 - 17.1,13.3-15.3
"Delayed Medical Care, Last 4 Weeks",By State,Washington,47.400902,-121.490494,Washington,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,19.7,17.1,22.5,17.1 - 22.5,17.6-22.3
"Delayed Medical Care, Last 4 Weeks",By State,West Virginia,38.491226,-80.954453,West Virginia,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,17.1,11.6,23.8,11.6 - 23.8,15.4-17.5
"Delayed Medical Care, Last 4 Weeks",By State,Wisconsin,44.268543,-89.616508,Wisconsin,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,10.5,7.9,13.6,7.9 - 13.6,10.3-13.2
"Delayed Medical Care, Last 4 Weeks",By State,Wyoming,42.755966,-107.30249,Wyoming,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,14,9.5,19.7,9.5 - 19.7,13.3-15.3
"Did Not Get Needed Care, Last 4 Weeks",National Estimate,United States,,,United States,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,13.3,12.8,13.9,12.8 - 13.9,
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,,,18 - 29 years,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,15.1,12.6,17.9,12.6 - 17.9,
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,,,30 - 39 years,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,15.3,14.1,16.6,14.1 - 16.6,
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,,,40 - 49 years,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,15.6,14.4,16.8,14.4 - 16.8,
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,,,50 - 59 years,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,14.2,13,15.6,13.0 - 15.6,
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,,,60 - 69 years,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,11.7,10.5,13,10.5 - 13.0,
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,,,70 - 79 years,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,8.1,6.7,9.8,6.7 - 9.8,
"Did Not Get Needed Care, Last 4 Weeks",By Age,United States,,,80 years and above,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,4.6,3.4,6.1,3.4 - 6.1,
"Did Not Get Needed Care, Last 4 Weeks",By Sex,United States,,,Male,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,12.4,11.6,13.3,11.6 - 13.3,
"Did Not Get Needed Care, Last 4 Weeks",By Sex,United States,,,Female,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,14.2,13.5,14.9,13.5 - 14.9,
"Did Not Get Needed Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,,,Hispanic or Latino,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,17.7,15.5,20.1,15.5 - 20.1,
"Did Not Get Needed Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,,,"Non-Hispanic White, single race",3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,11.6,11.1,12.1,11.1 - 12.1,
"Did Not Get Needed Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,,,"Non-Hispanic Black, single race",3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,15.9,13.7,18.3,13.7 - 18.3,
"Did Not Get Needed Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,,,"Non-Hispanic Asian, single race",3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,13.4,11.1,16.1,11.1 - 16.1,
"Did Not Get Needed Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,,,"Non-Hispanic, other races and multiple races",3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,18.9,16.2,21.9,16.2 - 21.9,
"Did Not Get Needed Care, Last 4 Weeks",By Education,United States,,,Less than a high school diploma,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,15.8,12.5,19.7,12.5 - 19.7,
"Did Not Get Needed Care, Last 4 Weeks",By Education,United States,,,High school diploma or GED,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,13.5,12.2,15,12.2 - 15.0,
"Did Not Get Needed Care, Last 4 Weeks",By Education,United States,,,Some college/Associate's degree,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,15.5,14.5,16.5,14.5 - 16.5,
"Did Not Get Needed Care, Last 4 Weeks",By Education,United States,,,Bachelor's degree or higher,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,10.8,10.3,11.3,10.3 - 11.3,
"Did Not Get Needed Care, Last 4 Weeks",By Disability status,United States,,,With disability,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,27.4,25.3,29.6,25.3 - 29.6,
"Did Not Get Needed Care, Last 4 Weeks",By Disability status,United States,,,Without disability,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,11.2,10.7,11.8,10.7 - 11.8,
"Did Not Get Needed Care, Last 4 Weeks",By State,Alabama,,,Alabama,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,13.6,10.3,17.4,10.3 - 17.4,13.1-14.1
"Did Not Get Needed Care, Last 4 Weeks",By State,Alaska,,,Alaska,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,15.8,11.3,21.2,11.3 - 21.2,14.2-18.3
"Did Not Get Needed Care, Last 4 Weeks",By State,Arizona,,,Arizona,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,14.1,11.1,17.6,11.1 - 17.6,13.1-14.1
"Did Not Get Needed Care, Last 4 Weeks",By State,Arkansas,,,Arkansas,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,9.2,5.7,14,5.7 - 14.0,8.1-11.8
"Did Not Get Needed Care, Last 4 Weeks",By State,California,,,California,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,17.8,15.5,20.3,15.5 - 20.3,14.2-18.3
"Did Not Get Needed Care, Last 4 Weeks",By State,Colorado,,,Colorado,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,14.6,11.6,18,11.6 - 18.0,14.2-18.3
"Did Not Get Needed Care, Last 4 Weeks",By State,Connecticut,,,Connecticut,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,12.2,8.6,16.6,8.6 - 16.6,11.9-13.0
"Did Not Get Needed Care, Last 4 Weeks",By State,Delaware,,,Delaware,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,14.2,9.4,20.4,9.4 - 20.4,14.2-18.3
"Did Not Get Needed Care, Last 4 Weeks",By State,District of Columbia,,,District of Columbia,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,11.8,7.5,17.4,7.5 - 17.4,8.1-11.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Florida,,,Florida,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,12.8,10.3,15.7,10.3 - 15.7,11.9-13.0
"Did Not Get Needed Care, Last 4 Weeks",By State,Georgia,,,Georgia,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,13.4,10.7,16.6,10.7 - 16.6,13.1-14.1
"Did Not Get Needed Care, Last 4 Weeks",By State,Hawaii,,,Hawaii,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,15.1,9.1,23,9.1 - 23.0,14.2-18.3
"Did Not Get Needed Care, Last 4 Weeks",By State,Idaho,,,Idaho,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,11.1,7.6,15.5,7.6 - 15.5,8.1-11.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Illinois,,,Illinois,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,13.9,10.9,17.4,10.9 - 17.4,13.1-14.1
"Did Not Get Needed Care, Last 4 Weeks",By State,Indiana,,,Indiana,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,11.8,8.6,15.6,8.6 - 15.6,8.1-11.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Iowa,,,Iowa,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,12.2,8.5,16.8,8.5 - 16.8,11.9-13.0
"Did Not Get Needed Care, Last 4 Weeks",By State,Kansas,,,Kansas,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,10.1,6.9,14,6.9 - 14.0,8.1-11.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Kentucky,,,Kentucky,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,13.4,10,17.4,10.0 - 17.4,13.1-14.1
"Did Not Get Needed Care, Last 4 Weeks",By State,Louisiana,,,Louisiana,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,11.8,8.3,16,8.3 - 16.0,8.1-11.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Maine,,,Maine,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,12.2,7.9,17.7,7.9 - 17.7,11.9-13.0
"Did Not Get Needed Care, Last 4 Weeks",By State,Maryland,,,Maryland,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,14.2,11.4,17.5,11.4 - 17.5,14.2-18.3
"Did Not Get Needed Care, Last 4 Weeks",By State,Massachusetts,,,Massachusetts,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,12.1,9.8,14.6,9.8 - 14.6,11.9-13.0
"Did Not Get Needed Care, Last 4 Weeks",By State,Michigan,,,Michigan,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,10.5,8.5,12.9,8.5 - 12.9,8.1-11.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Minnesota,,,Minnesota,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,12.1,9.7,14.9,9.7 - 14.9,11.9-13.0
"Did Not Get Needed Care, Last 4 Weeks",By State,Mississippi,,,Mississippi,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,14.9,10.5,20.2,10.5 - 20.2,14.2-18.3
"Did Not Get Needed Care, Last 4 Weeks",By State,Missouri,,,Missouri,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,11.3,7.9,15.4,7.9 - 15.4,8.1-11.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Montana,,,Montana,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,14.3,9.9,19.6,9.9 - 19.6,14.2-18.3
"Did Not Get Needed Care, Last 4 Weeks",By State,Nebraska,,,Nebraska,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,9,6.7,11.7,6.7 - 11.7,8.1-11.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Nevada,,,Nevada,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,13.5,10.4,17.2,10.4 - 17.2,13.1-14.1
"Did Not Get Needed Care, Last 4 Weeks",By State,New Hampshire,,,New Hampshire,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,10.8,7.6,14.6,7.6 - 14.6,8.1-11.8
"Did Not Get Needed Care, Last 4 Weeks",By State,New Jersey,,,New Jersey,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,13,9.9,16.7,9.9 - 16.7,11.9-13.0
"Did Not Get Needed Care, Last 4 Weeks",By State,New Mexico,,,New Mexico,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,18.3,13.8,23.7,13.8 - 23.7,14.2-18.3
"Did Not Get Needed Care, Last 4 Weeks",By State,New York,,,New York,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,13.9,10.8,17.6,10.8 - 17.6,13.1-14.1
"Did Not Get Needed Care, Last 4 Weeks",By State,North Carolina,,,North Carolina,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,13.7,10.2,17.7,10.2 - 17.7,13.1-14.1
"Did Not Get Needed Care, Last 4 Weeks",By State,North Dakota,,,North Dakota,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,13.5,8.6,19.7,8.6 - 19.7,13.1-14.1
"Did Not Get Needed Care, Last 4 Weeks",By State,Ohio,,,Ohio,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,9.9,7.1,13.3,7.1 - 13.3,8.1-11.8
"Did Not Get Needed Care, Last 4 Weeks",By State,Oklahoma,,,Oklahoma,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,12.1,9.1,15.7,9.1 - 15.7,11.9-13.0
"Did Not Get Needed Care, Last 4 Weeks",By State,Oregon,,,Oregon,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,16.9,14.2,20,14.2 - 20.0,14.2-18.3
"Did Not Get Needed Care, Last 4 Weeks",By State,Pennsylvania,,,Pennsylvania,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,13.1,10.5,16,10.5 - 16.0,13.1-14.1
"Did Not Get Needed Care, Last 4 Weeks",By State,Rhode Island,,,Rhode Island,3.1,32,Jun 9 - Jun 21,06/09/2021,06/21/2021,14.4,10.1,19.6,10.1 - 19.6,14.2-18.3
